Seed,Fold,Baseline,Topk,Explainer,Lambda_1,Lambda_2,Accuracy,Comprehensiveness,Cross Entropy,Log Odds,Sufficiency
42,2,Average,0.5,dyna_mask,1.0,1.0,0.9872,-0.000293,0.09668,-0.002244,0.004733
42,2,Average,0.5,extremal_mask,1.0,1.0,0.983,0.01235,0.1113,-0.02072,-0.00935
42,2,Average,0.5,integrated_gradients,1.0,1.0,0.9833,-0.0005179,0.09789,-0.003457,0.00288
42,2,Average,0.5,gradient_shap,1.0,1.0,0.9865,-0.001205,0.08813,-0.001947,0.003089
42,2,Average,0.5,lime,1.0,1.0,0.9819,0.003646,0.1042,-0.009811,0.00451
42,2,Average,0.5,augmented_occlusion,1.0,1.0,0.9841,0.00108,0.1001,-0.005671,0.001091
42,2,Average,0.5,occlusion,1.0,1.0,0.9837,-0.001168,0.09739,-0.002951,0.003539
42,2,Average,0.5,retain,1.0,1.0,0.9846,-0.002831,0.09533,-0.000897,0.005879
42,2,Average,0.6,deep_lift,1.0,1.0,0.9826,-5.413e-05,0.09876,-0.004325,0.002476
42,2,Average,0.6,dyna_mask,1.0,1.0,0.9859,-0.0002295,0.0974,-0.002963,0.004993
42,2,Average,0.6,extremal_mask,1.0,1.0,0.9841,0.01004,0.1081,-0.01745,-0.008148
42,2,Average,0.6,integrated_gradients,1.0,1.0,0.9822,0.0001362,0.09927,-0.004831,0.002232
42,2,Average,0.6,gradient_shap,1.0,1.0,0.9859,-0.0004166,0.08923,-0.003049,0.002644
42,2,Average,0.6,lime,1.0,1.0,0.9811,0.00402,0.1052,-0.01076,0.004107
42,2,Average,0.6,augmented_occlusion,1.0,1.0,0.9839,0.001445,0.101,-0.006603,0.0008873
42,2,Average,0.6,occlusion,1.0,1.0,0.9833,-0.0005066,0.09852,-0.004084,0.002965
42,2,Average,0.6,retain,1.0,1.0,0.9839,-0.002145,0.09626,-0.00182,0.004831
42,2,Zeros,0.1,deep_lift,1.0,1.0,0.9726,0.002468,0.1163,-0.02191,-0.004487
42,2,Zeros,0.1,dyna_mask,1.0,1.0,0.9815,-0.000138,0.09881,-0.004376,0.002968
42,2,Zeros,0.1,extremal_mask,1.0,1.0,0.9517,0.09405,0.2733,-0.1827,-0.06531
42,2,Zeros,0.1,integrated_gradients,1.0,1.0,0.9717,0.003486,0.12,-0.02561,-0.005998
42,2,Zeros,0.1,gradient_shap,1.0,1.0,0.9752,-0.004388,0.1021,-0.01593,0.001846
42,2,Zeros,0.1,lime,1.0,1.0,0.9822,0.002213,0.1013,-0.006877,-0.003987
42,2,Zeros,0.1,augmented_occlusion,1.0,1.0,0.9715,0.006799,0.1187,-0.02424,-0.007413
42,2,Zeros,0.1,occlusion,1.0,1.0,0.9706,0.004779,0.1199,-0.02543,-0.006188
42,2,Zeros,0.1,retain,1.0,1.0,0.9722,-0.001196,0.1155,-0.02109,-0.002652
42,2,Zeros,0.2,deep_lift,1.0,1.0,0.9702,-0.002897,0.1251,-0.03062,-0.002229
42,2,Zeros,0.2,dyna_mask,1.0,1.0,0.9741,-0.002568,0.1059,-0.01151,0.01014
42,2,Zeros,0.2,extremal_mask,1.0,1.0,0.9552,0.09464,0.2811,-0.1904,-0.06568
42,2,Zeros,0.2,integrated_gradients,1.0,1.0,0.9698,-0.001596,0.1327,-0.03824,-0.003947
42,2,Zeros,0.2,gradient_shap,1.0,1.0,0.9743,-0.01035,0.111,-0.0248,0.006485
42,2,Zeros,0.2,lime,1.0,1.0,0.9791,-0.002987,0.09791,-0.003472,-0.002622
42,2,Zeros,0.2,augmented_occlusion,1.0,1.0,0.9711,0.0006575,0.1201,-0.02564,-0.004725
42,2,Zeros,0.2,occlusion,1.0,1.0,0.9704,-0.002535,0.1221,-0.02771,-0.003691
42,2,Zeros,0.2,retain,1.0,1.0,0.9691,-0.006417,0.1269,-0.03245,-0.0006821
42,2,Zeros,0.3,deep_lift,1.0,1.0,0.9687,-0.003119,0.1334,-0.03894,-0.00166
42,2,Zeros,0.3,dyna_mask,1.0,1.0,0.9711,-0.00508,0.1094,-0.01497,0.01474
42,2,Zeros,0.3,extremal_mask,1.0,1.0,0.96,0.09365,0.2852,-0.1946,-0.06437
42,2,Zeros,0.3,integrated_gradients,1.0,1.0,0.9689,-0.002243,0.1391,-0.0447,-0.002553
42,2,Zeros,0.3,gradient_shap,1.0,1.0,0.9737,-0.01238,0.1175,-0.03128,0.006785
42,2,Zeros,0.3,lime,1.0,1.0,0.9746,-0.006901,0.09701,-0.002576,0.0001057
42,2,Zeros,0.3,augmented_occlusion,1.0,1.0,0.97,-0.001902,0.125,-0.03061,-0.003323
42,2,Zeros,0.3,occlusion,1.0,1.0,0.9691,-0.003039,0.1303,-0.03584,-0.003659
42,2,Zeros,0.3,retain,1.0,1.0,0.9689,-0.008493,0.1352,-0.04079,0.0006231
42,2,Zeros,0.4,deep_lift,1.0,1.0,0.9691,-0.002913,0.1368,-0.04233,-0.002219
42,2,Zeros,0.4,dyna_mask,1.0,1.0,0.97,-0.00511,0.1134,-0.01898,0.01917
42,2,Zeros,0.4,extremal_mask,1.0,1.0,0.9622,0.09257,0.2875,-0.1969,-0.06239
42,2,Zeros,0.4,integrated_gradients,1.0,1.0,0.9689,-0.002131,0.1434,-0.04898,-0.002865
42,2,Zeros,0.4,gradient_shap,1.0,1.0,0.9735,-0.01191,0.1232,-0.03698,0.005628
42,2,Zeros,0.4,lime,1.0,1.0,0.9645,0.044,0.1607,-0.06631,0.003662
42,2,Zeros,0.4,augmented_occlusion,1.0,1.0,0.9691,-0.00309,0.1299,-0.03542,-0.002983
42,2,Zeros,0.4,occlusion,1.0,1.0,0.9689,-0.002485,0.1358,-0.04133,-0.004163
42,2,Zeros,0.4,retain,1.0,1.0,0.9689,-0.008681,0.1373,-0.04283,0.001572
42,2,Zeros,0.5,deep_lift,1.0,1.0,0.9691,-0.0031,0.1389,-0.0445,-0.002738
42,2,Zeros,0.5,dyna_mask,1.0,1.0,0.968,-0.002645,0.1208,-0.02637,0.02386
42,2,Zeros,0.5,extremal_mask,1.0,1.0,0.9632,0.08881,0.2852,-0.1945,-0.05948
42,2,Zeros,0.5,integrated_gradients,1.0,1.0,0.9691,-0.002426,0.1455,-0.05108,-0.003654
42,2,Zeros,0.5,gradient_shap,1.0,1.0,0.9735,-0.01111,0.1259,-0.03972,0.004633
42,2,Zeros,0.5,lime,1.0,1.0,0.9676,0.01781,0.1543,-0.0599,0.007206
42,2,Zeros,0.5,augmented_occlusion,1.0,1.0,0.9689,-0.003691,0.1341,-0.03962,-0.002124
42,2,Zeros,0.5,occlusion,1.0,1.0,0.9689,-0.001886,0.1405,-0.04603,-0.004095
42,2,Zeros,0.5,retain,1.0,1.0,0.9689,-0.008166,0.1413,-0.04681,0.0009883
42,2,Zeros,0.6,deep_lift,1.0,1.0,0.9689,-0.003213,0.1403,-0.0459,-0.002948
42,2,Zeros,0.6,dyna_mask,1.0,1.0,0.9674,0.002504,0.1298,-0.03541,0.02768
42,2,Zeros,0.6,extremal_mask,1.0,1.0,0.9654,0.0686,0.2539,-0.1633,-0.05439
42,2,Zeros,0.6,integrated_gradients,1.0,1.0,0.9689,-0.002689,0.146,-0.05156,-0.003645
42,2,Zeros,0.6,gradient_shap,1.0,1.0,0.9735,-0.01038,0.127,-0.04083,0.00375
42,2,Zeros,0.6,lime,1.0,1.0,0.9689,0.007762,0.1513,-0.05689,0.02356
42,2,Zeros,0.6,augmented_occlusion,1.0,1.0,0.9689,-0.004029,0.1364,-0.04192,-0.001599
42,2,Zeros,0.6,occlusion,1.0,1.0,0.9687,-0.002201,0.1419,-0.04751,-0.003445
42,2,Zeros,0.6,retain,1.0,1.0,0.9689,-0.007915,0.1417,-0.04727,0.0008865
42,3,Average,0.1,deep_lift,1.0,1.0,0.9922,0.0004185,0.1005,-0.002086,0.005048
42,3,Average,0.1,dyna_mask,1.0,1.0,0.9946,0.001311,0.1007,-0.00228,0.004656
42,3,Average,0.1,extremal_mask,1.0,1.0,0.9819,0.0129,0.1178,-0.0216,-0.007386
42,3,Average,0.1,integrated_gradients,1.0,1.0,0.9928,0.0009535,0.1011,-0.002677,0.004542
42,3,Average,0.1,gradient_shap,1.0,1.0,0.992,-0.001054,0.0961,-0.0008683,0.002655
42,3,Average,0.1,lime,1.0,1.0,0.9972,0.0005135,0.09947,-0.001081,0.005425
42,3,Average,0.1,augmented_occlusion,1.0,1.0,0.9924,-0.0002484,0.09965,-0.001259,0.005709
42,3,Average,0.1,occlusion,1.0,1.0,0.9913,-0.0009896,0.09905,-0.000662,0.006691
42,3,Average,0.1,retain,1.0,1.0,0.9926,-0.001909,0.09779,0.0005957,0.008258
42,3,Average,0.2,deep_lift,1.0,1.0,0.9911,0.001078,0.1016,-0.003207,0.004132
42,3,Average,0.2,dyna_mask,1.0,1.0,0.9915,0.001261,0.101,-0.002637,0.005204
42,3,Average,0.2,extremal_mask,1.0,1.0,0.9824,0.01328,0.1187,-0.02254,-0.007793
42,3,Average,0.2,integrated_gradients,1.0,1.0,0.9926,0.001791,0.1023,-0.003955,0.003415
42,3,Average,0.2,gradient_shap,1.0,1.0,0.9896,-0.002029,0.09565,-0.0004204,0.003578
42,3,Average,0.2,lime,1.0,1.0,0.9963,0.0004684,0.09949,-0.001106,0.005356
42,3,Average,0.2,augmented_occlusion,1.0,1.0,0.9902,0.0008185,0.1013,-0.002938,0.004219
42,3,Average,0.2,occlusion,1.0,1.0,0.9893,-0.0009599,0.09928,-0.0008937,0.00613
42,3,Average,0.2,retain,1.0,1.0,0.99,-0.001559,0.09869,-0.0003067,0.008025
42,3,Average,0.3,deep_lift,1.0,1.0,0.9898,0.001955,0.103,-0.004654,0.003186
42,3,Average,0.3,dyna_mask,1.0,1.0,0.9917,0.001384,0.1015,-0.003121,0.005718
42,3,Average,0.3,extremal_mask,1.0,1.0,0.9813,0.01331,0.1187,-0.0225,-0.007756
42,3,Average,0.3,integrated_gradients,1.0,1.0,0.9902,0.002897,0.1042,-0.005813,0.002344
42,3,Average,0.3,gradient_shap,1.0,1.0,0.9874,-0.002273,0.09583,-0.0006001,0.003901
42,3,Average,0.3,lime,1.0,1.0,0.995,0.001041,0.1004,-0.001981,0.005308
42,3,Average,0.3,augmented_occlusion,1.0,1.0,0.9887,0.001964,0.1031,-0.004695,0.003009
42,3,Average,0.3,occlusion,1.0,1.0,0.9893,-0.0003499,0.1004,-0.001998,0.005418
42,3,Average,0.3,retain,1.0,1.0,0.9893,-0.0008547,0.1,-0.001656,0.006949
42,3,Average,0.4,deep_lift,1.0,1.0,0.9889,0.00255,0.1039,-0.005528,0.002615
42,3,Average,0.4,dyna_mask,1.0,1.0,0.9893,0.001803,0.1023,-0.003924,0.005732
42,3,Average,0.4,extremal_mask,1.0,1.0,0.9813,0.01332,0.1187,-0.02252,-0.007644
42,3,Average,0.4,integrated_gradients,1.0,1.0,0.9893,0.003225,0.1048,-0.006406,0.002022
42,3,Average,0.4,gradient_shap,1.0,1.0,0.9867,-0.00196,0.09661,-0.001381,0.003609
42,3,Average,0.4,lime,1.0,1.0,0.9893,0.005239,0.1074,-0.008969,0.005416
42,3,Average,0.4,augmented_occlusion,1.0,1.0,0.9872,0.002854,0.1045,-0.006155,0.002058
42,3,Average,0.4,occlusion,1.0,1.0,0.9896,0.0007087,0.102,-0.003636,0.004368
42,3,Average,0.4,retain,1.0,1.0,0.9885,-3.392e-05,0.1013,-0.002894,0.005793
42,3,Average,0.5,deep_lift,1.0,1.0,0.9876,0.003165,0.105,-0.006578,0.002115
42,3,Average,0.5,dyna_mask,1.0,1.0,0.9891,0.001854,0.1025,-0.004149,0.005787
42,3,Average,0.5,extremal_mask,1.0,1.0,0.9806,0.01308,0.1185,-0.02231,-0.007351
42,3,Average,0.5,integrated_gradients,1.0,1.0,0.9874,0.003606,0.1055,-0.0071,0.001694
42,3,Average,0.5,gradient_shap,1.0,1.0,0.988,-0.001163,0.09794,-0.002702,0.003003
42,3,Average,0.5,lime,1.0,1.0,0.987,0.005758,0.1091,-0.01072,0.0053
42,3,Average,0.5,augmented_occlusion,1.0,1.0,0.9867,0.003944,0.1062,-0.007789,0.001084
42,3,Average,0.5,occlusion,1.0,1.0,0.9887,0.001754,0.1035,-0.005114,0.003331
42,3,Average,0.5,retain,1.0,1.0,0.9883,0.0004846,0.1021,-0.003695,0.0051
42,3,Average,0.6,deep_lift,1.0,1.0,0.9876,0.003818,0.106,-0.007619,0.001509
42,3,Average,0.6,dyna_mask,1.0,1.0,0.9883,0.00183,0.1031,-0.004753,0.005813
42,3,Average,0.6,extremal_mask,1.0,1.0,0.9811,0.01099,0.1156,-0.01946,-0.006239
42,3,Average,0.6,integrated_gradients,1.0,1.0,0.9865,0.004348,0.1068,-0.008384,0.001074
42,3,Average,0.6,gradient_shap,1.0,1.0,0.9867,-0.0004007,0.09923,-0.003994,0.002296
42,3,Average,0.6,lime,1.0,1.0,0.9861,0.006356,0.1101,-0.01176,0.004438
42,3,Average,0.6,augmented_occlusion,1.0,1.0,0.9865,0.004576,0.1073,-0.008899,0.000761
42,3,Average,0.6,occlusion,1.0,1.0,0.9878,0.002986,0.1053,-0.006879,0.002319
42,3,Average,0.6,retain,1.0,1.0,0.9876,0.001522,0.1034,-0.005051,0.003959
42,3,Zeros,0.1,deep_lift,1.0,1.0,0.9763,0.007691,0.12,-0.02165,0.006499
42,3,Zeros,0.1,dyna_mask,1.0,1.0,0.9833,0.004353,0.1085,-0.01007,0.02687
42,3,Zeros,0.1,extremal_mask,1.0,1.0,0.9391,0.09706,0.2832,-0.187,-0.06767
42,3,Zeros,0.1,integrated_gradients,1.0,1.0,0.9756,0.006681,0.1192,-0.02086,0.006596
42,3,Zeros,0.1,gradient_shap,1.0,1.0,0.975,0.00217,0.1147,-0.01946,-0.008665
42,3,Zeros,0.1,lime,1.0,1.0,0.9865,0.006618,0.1084,-0.009979,0.02747
42,3,Zeros,0.1,augmented_occlusion,1.0,1.0,0.975,0.005027,0.1155,-0.01714,0.01783
42,3,Zeros,0.1,occlusion,1.0,1.0,0.975,0.005097,0.1191,-0.02072,0.01359
42,3,Zeros,0.1,retain,1.0,1.0,0.975,0.001906,0.1177,-0.01929,0.01535
42,3,Zeros,0.2,deep_lift,1.0,1.0,0.9726,0.009494,0.1309,-0.03253,-0.0004101
42,3,Zeros,0.2,dyna_mask,1.0,1.0,0.9772,0.004104,0.1153,-0.01693,0.02526
42,3,Zeros,0.2,extremal_mask,1.0,1.0,0.9402,0.0981,0.293,-0.1968,-0.06751
42,3,Zeros,0.2,integrated_gradients,1.0,1.0,0.9726,0.01035,0.1322,-0.03385,0.0001397
42,3,Zeros,0.2,gradient_shap,1.0,1.0,0.9722,-0.003601,0.1225,-0.02722,-0.004674
42,3,Zeros,0.2,lime,1.0,1.0,0.9841,0.0007727,0.1034,-0.005023,0.03041
42,3,Zeros,0.2,augmented_occlusion,1.0,1.0,0.9737,-3.057e-05,0.1192,-0.02083,0.01425
42,3,Zeros,0.2,occlusion,1.0,1.0,0.9726,0.0002007,0.1225,-0.02409,0.007794
42,3,Zeros,0.2,retain,1.0,1.0,0.9722,0.001737,0.1292,-0.03077,0.01099
42,3,Zeros,0.3,deep_lift,1.0,1.0,0.9724,0.01539,0.144,-0.04558,-0.005281
42,3,Zeros,0.3,dyna_mask,1.0,1.0,0.9739,0.002043,0.1171,-0.01867,0.02794
42,3,Zeros,0.3,extremal_mask,1.0,1.0,0.9478,0.09723,0.2979,-0.2017,-0.06514
42,3,Zeros,0.3,integrated_gradients,1.0,1.0,0.9719,0.01732,0.1448,-0.04644,-0.004741
42,3,Zeros,0.3,gradient_shap,1.0,1.0,0.9709,-0.008551,0.1293,-0.03404,-0.001885
42,3,Zeros,0.3,lime,1.0,1.0,0.9813,-0.001019,0.1036,-0.005227,0.0351
42,3,Zeros,0.3,augmented_occlusion,1.0,1.0,0.9719,-0.0008402,0.1263,-0.02791,0.008534
42,3,Zeros,0.3,occlusion,1.0,1.0,0.9715,0.002255,0.1317,-0.03329,0.002434
42,3,Zeros,0.3,retain,1.0,1.0,0.9717,0.005239,0.1386,-0.04019,0.007945
42,3,Zeros,0.4,deep_lift,1.0,1.0,0.9715,0.02055,0.1516,-0.05317,-0.006262
42,3,Zeros,0.4,dyna_mask,1.0,1.0,0.9719,0.002262,0.1209,-0.02253,0.03072
42,3,Zeros,0.4,extremal_mask,1.0,1.0,0.9498,0.09509,0.2982,-0.2021,-0.06219
42,3,Zeros,0.4,integrated_gradients,1.0,1.0,0.9719,0.02306,0.1539,-0.05554,-0.006554
42,3,Zeros,0.4,gradient_shap,1.0,1.0,0.9702,-0.01265,0.1314,-0.03612,0.0002697
42,3,Zeros,0.4,lime,1.0,1.0,0.9654,0.07752,0.2021,-0.1037,0.04012
42,3,Zeros,0.4,augmented_occlusion,1.0,1.0,0.9717,0.0004675,0.13,-0.03161,0.00523
42,3,Zeros,0.4,occlusion,1.0,1.0,0.9719,0.006276,0.1393,-0.04087,0.0003689
42,3,Zeros,0.4,retain,1.0,1.0,0.9717,0.01201,0.1455,-0.04715,0.005195
42,3,Zeros,0.5,deep_lift,1.0,1.0,0.9711,0.02479,0.1582,-0.05982,-0.00596
42,3,Zeros,0.5,dyna_mask,1.0,1.0,0.973,0.006505,0.1279,-0.02952,0.03402
42,3,Zeros,0.5,extremal_mask,1.0,1.0,0.9545,0.09029,0.2957,-0.1995,-0.05842
42,3,Zeros,0.5,integrated_gradients,1.0,1.0,0.9719,0.02751,0.1614,-0.06301,-0.006639
42,3,Zeros,0.5,gradient_shap,1.0,1.0,0.9702,-0.01608,0.1325,-0.03731,0.001887
42,3,Zeros,0.5,lime,1.0,1.0,0.9706,0.06388,0.2009,-0.1025,0.04257
42,3,Zeros,0.5,augmented_occlusion,1.0,1.0,0.9715,0.004039,0.1368,-0.03837,0.002539
42,3,Zeros,0.5,occlusion,1.0,1.0,0.9719,0.01093,0.1443,-0.04587,-0.0009871
42,3,Zeros,0.5,retain,1.0,1.0,0.9717,0.01833,0.151,-0.05265,0.003323
42,3,Zeros,0.6,deep_lift,1.0,1.0,0.9717,0.02689,0.1611,-0.0627,-0.005069
42,3,Zeros,0.6,dyna_mask,1.0,1.0,0.9719,0.01548,0.1396,-0.04117,0.03722
42,3,Zeros,0.6,extremal_mask,1.0,1.0,0.9604,0.07391,0.2612,-0.165,-0.05245
42,3,Zeros,0.6,integrated_gradients,1.0,1.0,0.9717,0.02955,0.1639,-0.06552,-0.005383
42,3,Zeros,0.6,gradient_shap,1.0,1.0,0.9702,-0.01879,0.1326,-0.03736,0.00239
42,3,Zeros,0.6,lime,1.0,1.0,0.9719,0.05507,0.1965,-0.09809,0.05148
42,3,Zeros,0.6,augmented_occlusion,1.0,1.0,0.9717,0.008156,0.1423,-0.04392,0.001312
42,3,Zeros,0.6,occlusion,1.0,1.0,0.9719,0.01523,0.1483,-0.04989,-0.00128
42,3,Zeros,0.6,retain,1.0,1.0,0.9719,0.02266,0.1557,-0.05729,0.002257
42,4,Average,0.1,deep_lift,1.0,1.0,0.987,0.0005327,0.1027,-0.002538,0.001996
42,4,Average,0.1,dyna_mask,1.0,1.0,0.9917,0.000651,0.1014,-0.001193,0.001968
42,4,Average,0.1,extremal_mask,1.0,1.0,0.9796,0.01889,0.1235,-0.02935,-0.01469
42,4,Average,0.1,integrated_gradients,1.0,1.0,0.9876,0.001464,0.104,-0.003825,0.001322
42,4,Average,0.1,gradient_shap,1.0,1.0,0.9856,-0.002202,0.1003,0.0008252,0.005155
42,4,Average,0.1,lime,1.0,1.0,0.9967,-0.0004301,0.1002,4.949e-05,0.003263
42,4,Average,0.1,augmented_occlusion,1.0,1.0,0.987,0.0009803,0.1026,-0.002381,0.001644
42,4,Average,0.1,occlusion,1.0,1.0,0.987,-0.0008203,0.1007,-0.0005295,0.003612
42,4,Average,0.1,retain,1.0,1.0,0.9902,-0.003613,0.09801,0.002194,0.00793
42,4,Average,0.2,deep_lift,1.0,1.0,0.9867,0.0006265,0.1038,-0.003549,0.001768
42,4,Average,0.2,dyna_mask,1.0,1.0,0.9891,0.0005486,0.1021,-0.00193,0.002354
42,4,Average,0.2,extremal_mask,1.0,1.0,0.9783,0.02017,0.1263,-0.03216,-0.01588
42,4,Average,0.2,integrated_gradients,1.0,1.0,0.9861,0.001949,0.1055,-0.005307,0.0004848
42,4,Average,0.2,gradient_shap,1.0,1.0,0.9837,-0.002278,0.1015,-0.0004105,0.005335
42,4,Average,0.2,lime,1.0,1.0,0.9946,-0.0004284,0.1003,-7.399e-05,0.00343
42,4,Average,0.2,augmented_occlusion,1.0,1.0,0.988,0.001221,0.1038,-0.003644,0.001386
42,4,Average,0.2,occlusion,1.0,1.0,0.987,-0.001778,0.1006,-0.0004301,0.004373
42,4,Average,0.2,retain,1.0,1.0,0.9876,-0.004382,0.09777,0.002435,0.008886
42,4,Average,0.3,deep_lift,1.0,1.0,0.9861,5.139e-05,0.1035,-0.00325,0.002185
42,4,Average,0.3,dyna_mask,1.0,1.0,0.9876,0.0004709,0.1024,-0.002178,0.002672
42,4,Average,0.3,extremal_mask,1.0,1.0,0.978,0.02035,0.1266,-0.03251,-0.01606
42,4,Average,0.3,integrated_gradients,1.0,1.0,0.9861,0.001247,0.1051,-0.004869,0.001051
42,4,Average,0.3,gradient_shap,1.0,1.0,0.9828,-0.001602,0.1034,-0.002245,0.004802
42,4,Average,0.3,lime,1.0,1.0,0.9928,-0.0005752,0.1002,-3.217e-05,0.003578
42,4,Average,0.3,augmented_occlusion,1.0,1.0,0.9876,0.00151,0.1046,-0.004415,0.001062
42,4,Average,0.3,occlusion,1.0,1.0,0.9865,-0.002068,0.1007,-0.0004486,0.0045
42,4,Average,0.3,retain,1.0,1.0,0.9861,-0.003862,0.0988,0.001404,0.007777
42,4,Average,0.4,deep_lift,1.0,1.0,0.985,-5.604e-05,0.1037,-0.003538,0.002573
42,4,Average,0.4,dyna_mask,1.0,1.0,0.9861,0.0002885,0.1024,-0.002217,0.003147
42,4,Average,0.4,extremal_mask,1.0,1.0,0.9783,0.02019,0.1265,-0.03238,-0.01595
42,4,Average,0.4,integrated_gradients,1.0,1.0,0.9852,0.0006805,0.1047,-0.004455,0.001782
42,4,Average,0.4,gradient_shap,1.0,1.0,0.9839,-0.0007687,0.1046,-0.003489,0.003902
42,4,Average,0.4,lime,1.0,1.0,0.9852,0.002617,0.1061,-0.005947,0.003613
42,4,Average,0.4,augmented_occlusion,1.0,1.0,0.9863,0.001808,0.1053,-0.005106,0.0006923
42,4,Average,0.4,occlusion,1.0,1.0,0.9878,-0.001697,0.1013,-0.001139,0.004051
42,4,Average,0.4,retain,1.0,1.0,0.9854,-0.003296,0.09988,0.0003184,0.006838
42,4,Average,0.5,deep_lift,1.0,1.0,0.9856,0.0001794,0.1042,-0.003958,0.002359
42,4,Average,0.5,dyna_mask,1.0,1.0,0.9861,1.861e-05,0.1023,-0.00211,0.003302
42,4,Average,0.5,extremal_mask,1.0,1.0,0.9774,0.01947,0.1257,-0.03163,-0.01559
42,4,Average,0.5,integrated_gradients,1.0,1.0,0.9848,0.0007382,0.105,-0.00479,0.001803
42,4,Average,0.5,gradient_shap,1.0,1.0,0.9835,0.0003849,0.1069,-0.005768,0.002765
42,4,Average,0.5,lime,1.0,1.0,0.983,0.002924,0.1081,-0.007935,0.003644
42,4,Average,0.5,augmented_occlusion,1.0,1.0,0.9859,0.001948,0.1058,-0.005603,0.0006359
42,4,Average,0.5,occlusion,1.0,1.0,0.9861,-0.0008733,0.1027,-0.002472,0.003074
42,4,Average,0.5,retain,1.0,1.0,0.9852,-0.002791,0.1006,-0.0004392,0.006035
42,4,Average,0.6,deep_lift,1.0,1.0,0.9848,0.0005483,0.1049,-0.004717,0.002095
42,4,Average,0.6,dyna_mask,1.0,1.0,0.9867,-0.0002224,0.1024,-0.002169,0.003647
42,4,Average,0.6,extremal_mask,1.0,1.0,0.9783,0.01406,0.1192,-0.02503,-0.0139
42,4,Average,0.6,integrated_gradients,1.0,1.0,0.9846,0.001044,0.1055,-0.005253,0.001625
42,4,Average,0.6,gradient_shap,1.0,1.0,0.983,0.001073,0.1076,-0.006508,0.002086
42,4,Average,0.6,lime,1.0,1.0,0.9824,0.003536,0.1092,-0.009005,0.002561
42,4,Average,0.6,augmented_occlusion,1.0,1.0,0.9846,0.002205,0.1067,-0.006463,0.0005234
42,4,Average,0.6,occlusion,1.0,1.0,0.9856,-0.0001676,0.1038,-0.003572,0.002663
42,4,Average,0.6,retain,1.0,1.0,0.9854,-0.001975,0.1016,-0.001404,0.004795
42,4,Zeros,0.1,deep_lift,1.0,1.0,0.9698,0.006657,0.1307,-0.03053,-0.01277
42,4,Zeros,0.1,dyna_mask,1.0,1.0,0.9802,0.001566,0.1065,-0.006253,-0.01322
42,4,Zeros,0.1,extremal_mask,1.0,1.0,0.9339,0.1319,0.3632,-0.2691,-0.07474
42,4,Zeros,0.1,integrated_gradients,1.0,1.0,0.9691,0.01026,0.1372,-0.03699,-0.0158
42,4,Zeros,0.1,gradient_shap,1.0,1.0,0.9619,0.004503,0.1389,-0.03779,-0.0005008
42,4,Zeros,0.1,lime,1.0,1.0,0.9867,-0.0005175,0.102,-0.001748,-0.01971
42,4,Zeros,0.1,augmented_occlusion,1.0,1.0,0.97,0.008767,0.1279,-0.02773,-0.01632
42,4,Zeros,0.1,occlusion,1.0,1.0,0.9693,0.005634,0.1279,-0.02772,-0.01377
42,4,Zeros,0.1,retain,1.0,1.0,0.9704,-0.0007278,0.12,-0.01975,-0.01339
42,4,Zeros,0.2,deep_lift,1.0,1.0,0.968,-0.0001491,0.1433,-0.04309,-0.01115
42,4,Zeros,0.2,dyna_mask,1.0,1.0,0.973,-0.0008079,0.1144,-0.01417,-0.005256
42,4,Zeros,0.2,extremal_mask,1.0,1.0,0.9395,0.1338,0.396,-0.3018,-0.07649
42,4,Zeros,0.2,integrated_gradients,1.0,1.0,0.9676,0.002464,0.1473,-0.04705,-0.01316
42,4,Zeros,0.2,gradient_shap,1.0,1.0,0.9609,-0.0002861,0.1531,-0.05199,0.001139
42,4,Zeros,0.2,lime,1.0,1.0,0.9828,-0.008543,0.09456,0.005643,-0.01592
42,4,Zeros,0.2,augmented_occlusion,1.0,1.0,0.9678,0.001379,0.1327,-0.03248,-0.01262
42,4,Zeros,0.2,occlusion,1.0,1.0,0.9676,-0.005644,0.1331,-0.03294,-0.009162
42,4,Zeros,0.2,retain,1.0,1.0,0.9682,-0.01156,0.1256,-0.02541,-0.005986
42,4,Zeros,0.3,deep_lift,1.0,1.0,0.968,-0.006422,0.1488,-0.04862,-0.009648
42,4,Zeros,0.3,dyna_mask,1.0,1.0,0.97,-0.006141,0.1165,-0.01631,0.00274
42,4,Zeros,0.3,extremal_mask,1.0,1.0,0.9439,0.1326,0.4037,-0.3096,-0.07602
42,4,Zeros,0.3,integrated_gradients,1.0,1.0,0.968,-0.004564,0.1523,-0.0521,-0.01104
42,4,Zeros,0.3,gradient_shap,1.0,1.0,0.9598,-0.002035,0.1626,-0.06153,0.001881
42,4,Zeros,0.3,lime,1.0,1.0,0.9774,-0.01532,0.09009,0.01012,-0.01182
42,4,Zeros,0.3,augmented_occlusion,1.0,1.0,0.9672,-0.00574,0.1349,-0.03467,-0.01032
42,4,Zeros,0.3,occlusion,1.0,1.0,0.9669,-0.0126,0.1367,-0.03647,-0.00699
42,4,Zeros,0.3,retain,1.0,1.0,0.9682,-0.01768,0.1346,-0.03436,-0.003476
42,4,Zeros,0.4,deep_lift,1.0,1.0,0.9667,-0.01314,0.1476,-0.04737,-0.006333
42,4,Zeros,0.4,dyna_mask,1.0,1.0,0.9682,-0.008881,0.1186,-0.01842,0.01012
