Seed,Fold,Baseline,Topk,Explainer,Lambda_1,Lambda_2,Accuracy,Comprehensiveness,Cross Entropy,Log Odds,Sufficiency
42,1,Average,0.3,extremal_mask,0.01,100.0,0.9791,0.03645,0.1432,-0.04987,-0.02555
42,1,Average,0.4,extremal_mask,0.01,100.0,0.9791,0.03575,0.143,-0.04969,-0.02534
42,1,Average,0.5,extremal_mask,0.01,100.0,0.9787,0.03491,0.142,-0.04865,-0.02497
42,1,Average,0.6,extremal_mask,0.01,100.0,0.9793,0.03242,0.1386,-0.04527,-0.02301
42,1,Zeros,0.1,extremal_mask,0.01,100.0,0.8743,0.2618,0.4686,-0.3753,-0.06566
42,1,Zeros,0.2,extremal_mask,0.01,100.0,0.883,0.2684,0.5232,-0.4299,-0.0756
42,1,Zeros,0.3,extremal_mask,0.01,100.0,0.8978,0.2642,0.5375,-0.4442,-0.07883
42,1,Zeros,0.4,extremal_mask,0.01,100.0,0.9108,0.2581,0.5345,-0.4412,-0.07934
42,1,Zeros,0.5,extremal_mask,0.01,100.0,0.9187,0.2507,0.5227,-0.4294,-0.07915
42,1,Zeros,0.6,extremal_mask,0.01,100.0,0.9302,0.231,0.4888,-0.3955,-0.07826
42,2,Average,0.1,extremal_mask,0.01,100.0,0.9783,0.03604,0.1357,-0.04724,-0.02465
42,2,Average,0.2,extremal_mask,0.01,100.0,0.9752,0.03847,0.1417,-0.05323,-0.02682
42,2,Average,0.3,extremal_mask,0.01,100.0,0.9748,0.03889,0.144,-0.05558,-0.02725
42,2,Average,0.4,extremal_mask,0.01,100.0,0.9752,0.03814,0.144,-0.05552,-0.02687
42,2,Average,0.5,extremal_mask,0.01,100.0,0.9761,0.03725,0.143,-0.05457,-0.02634
42,2,Average,0.6,extremal_mask,0.01,100.0,0.9763,0.03498,0.1398,-0.05139,-0.02481
42,2,Zeros,0.1,extremal_mask,0.01,100.0,0.8952,0.2448,0.4434,-0.355,-0.06387
42,2,Zeros,0.2,extremal_mask,0.01,100.0,0.9017,0.251,0.4888,-0.4003,-0.07288
42,2,Zeros,0.3,extremal_mask,0.01,100.0,0.9141,0.2511,0.5059,-0.4175,-0.07522
42,2,Zeros,0.4,extremal_mask,0.01,100.0,0.923,0.2504,0.5107,-0.4223,-0.07564
42,2,Zeros,0.5,extremal_mask,0.01,100.0,0.9328,0.2479,0.5069,-0.4185,-0.07549
42,2,Zeros,0.6,extremal_mask,0.01,100.0,0.9408,0.2331,0.4821,-0.3936,-0.07497
42,3,Average,0.1,extremal_mask,0.01,100.0,0.9798,0.03698,0.1455,-0.04774,-0.02259
42,3,Average,0.2,extremal_mask,0.01,100.0,0.9772,0.04048,0.1527,-0.0549,-0.02511
42,3,Average,0.3,extremal_mask,0.01,100.0,0.9743,0.04094,0.1547,-0.05696,-0.02562
42,3,Average,0.4,extremal_mask,0.01,100.0,0.9739,0.04043,0.155,-0.05719,-0.02543
42,3,Average,0.5,extremal_mask,0.01,100.0,0.9732,0.03963,0.1542,-0.05643,-0.02499
42,3,Average,0.6,extremal_mask,0.01,100.0,0.9743,0.03821,0.1523,-0.0545,-0.02406
42,3,Zeros,0.1,extremal_mask,0.01,100.0,0.8467,0.274,0.4899,-0.3922,-0.07225
42,3,Zeros,0.2,extremal_mask,0.01,100.0,0.8432,0.2887,0.5605,-0.4628,-0.08169
42,3,Zeros,0.3,extremal_mask,0.01,100.0,0.8532,0.2907,0.5909,-0.4931,-0.08357
42,3,Zeros,0.4,extremal_mask,0.01,100.0,0.8676,0.291,0.6013,-0.5035,-0.08378
42,3,Zeros,0.5,extremal_mask,0.01,100.0,0.8771,0.2899,0.6013,-0.5036,-0.08348
42,3,Zeros,0.6,extremal_mask,0.01,100.0,0.8995,0.2782,0.5811,-0.4834,-0.08276
42,4,Average,0.1,extremal_mask,0.01,100.0,0.9789,0.04352,0.1586,-0.05643,-0.02879
42,4,Average,0.2,extremal_mask,0.01,100.0,0.9739,0.04657,0.1649,-0.06278,-0.03133
42,4,Average,0.3,extremal_mask,0.01,100.0,0.9732,0.04675,0.1671,-0.06492,-0.03186
42,4,Average,0.4,extremal_mask,0.01,100.0,0.9717,0.04604,0.1673,-0.06519,-0.03173
42,4,Average,0.5,extremal_mask,0.01,100.0,0.9726,0.04493,0.1664,-0.0642,-0.03118
42,4,Average,0.6,extremal_mask,0.01,100.0,0.973,0.04238,0.163,-0.06082,-0.02954
42,4,Zeros,0.1,extremal_mask,0.01,100.0,0.8099,0.3108,0.5572,-0.455,-0.07158
42,4,Zeros,0.2,extremal_mask,0.01,100.0,0.8145,0.3196,0.6168,-0.5146,-0.08131
42,4,Zeros,0.3,extremal_mask,0.01,100.0,0.8321,0.3178,0.6397,-0.5376,-0.08452
42,4,Zeros,0.4,extremal_mask,0.01,100.0,0.8586,0.3144,0.6466,-0.5444,-0.08566
42,4,Zeros,0.5,extremal_mask,0.01,100.0,0.8802,0.3099,0.6427,-0.5405,-0.08575
42,4,Zeros,0.6,extremal_mask,0.01,100.0,0.9113,0.2904,0.6079,-0.5057,-0.08517
42,0,Average,0.1,extremal_mask,0.1,0.01,0.9819,0.006265,0.1103,-0.01303,-0.004437
42,0,Average,0.2,extremal_mask,0.1,0.01,0.9811,0.006177,0.1107,-0.01349,-0.004563
42,0,Average,0.3,extremal_mask,0.1,0.01,0.9817,0.006147,0.1108,-0.01359,-0.004558
42,0,Average,0.4,extremal_mask,0.1,0.01,0.9791,0.006095,0.1109,-0.01368,-0.004635
42,0,Average,0.5,extremal_mask,0.1,0.01,0.9793,0.005621,0.1106,-0.0134,-0.004316
42,0,Average,0.6,extremal_mask,0.1,0.01,0.9793,0.005565,0.1104,-0.01313,-0.004135
42,0,Zeros,0.1,extremal_mask,0.1,0.01,0.9556,0.03103,0.1851,-0.08789,-0.03393
42,0,Zeros,0.2,extremal_mask,0.1,0.01,0.9567,0.03114,0.1946,-0.09732,-0.03233
42,0,Zeros,0.3,extremal_mask,0.1,0.01,0.955,0.03143,0.2033,-0.1061,-0.02968
42,0,Zeros,0.4,extremal_mask,0.1,0.01,0.9545,0.03123,0.2125,-0.1153,-0.02698
42,0,Zeros,0.5,extremal_mask,0.1,0.01,0.9545,0.02947,0.219,-0.1218,-0.02402
42,0,Zeros,0.6,extremal_mask,0.1,0.01,0.9554,0.02635,0.2173,-0.1201,-0.02022
42,2,Average,0.1,extremal_mask,0.1,0.01,0.9893,0.003156,0.1031,-0.006161,-0.0005613
42,2,Average,0.2,extremal_mask,0.1,0.01,0.9883,0.003493,0.1038,-0.006854,-0.0009728
42,2,Average,0.3,extremal_mask,0.1,0.01,0.9867,0.003807,0.1045,-0.007608,-0.001332
42,2,Average,0.4,extremal_mask,0.1,0.01,0.9852,0.003897,0.1048,-0.007895,-0.00156
42,2,Average,0.5,extremal_mask,0.1,0.01,0.9843,0.003895,0.1051,-0.008134,-0.001605
42,2,Average,0.6,extremal_mask,0.1,0.01,0.9843,0.003812,0.105,-0.008104,-0.001439
42,2,Zeros,0.1,extremal_mask,0.1,0.01,0.9719,0.01835,0.1398,-0.04287,-0.02006
42,2,Zeros,0.2,extremal_mask,0.1,0.01,0.9693,0.02087,0.1473,-0.05039,-0.01935
42,2,Zeros,0.3,extremal_mask,0.1,0.01,0.9682,0.02174,0.1533,-0.05638,-0.01631
42,2,Zeros,0.4,extremal_mask,0.1,0.01,0.9674,0.0219,0.1597,-0.06271,-0.01296
42,2,Zeros,0.5,extremal_mask,0.1,0.01,0.9659,0.02184,0.1654,-0.06851,-0.009551
42,2,Zeros,0.6,extremal_mask,0.1,0.01,0.9659,0.02001,0.165,-0.06801,-0.006115
42,1,Average,0.1,extremal_mask,0.1,0.01,0.9911,0.002517,0.09977,-0.004714,-0.0001746
42,1,Average,0.2,extremal_mask,0.1,0.01,0.99,0.002801,0.1003,-0.005254,-0.0006646
42,1,Average,0.3,extremal_mask,0.1,0.01,0.9887,0.002806,0.1004,-0.005373,-0.0008307
42,1,Average,0.4,extremal_mask,0.1,0.01,0.9883,0.002666,0.1004,-0.005385,-0.0008669
42,1,Average,0.5,extremal_mask,0.1,0.01,0.9887,0.002659,0.1006,-0.005598,-0.0008783
42,1,Average,0.6,extremal_mask,0.1,0.01,0.9878,0.002263,0.1002,-0.005104,-0.000597
42,1,Zeros,0.1,extremal_mask,0.1,0.01,0.9737,0.01568,0.1382,-0.04319,-0.0321
42,1,Zeros,0.2,extremal_mask,0.1,0.01,0.9717,0.01637,0.1441,-0.04905,-0.02968
42,1,Zeros,0.3,extremal_mask,0.1,0.01,0.9696,0.01724,0.1517,-0.05664,-0.02743
42,1,Zeros,0.4,extremal_mask,0.1,0.01,0.9682,0.01674,0.1574,-0.06239,-0.02386
42,1,Zeros,0.5,extremal_mask,0.1,0.01,0.9674,0.01566,0.1643,-0.06929,-0.01974
42,1,Zeros,0.6,extremal_mask,0.1,0.01,0.9672,0.01349,0.1649,-0.0698,-0.01499
42,3,Average,0.1,extremal_mask,0.1,0.01,0.992,0.002189,0.1,-0.00441,0.002043
42,3,Average,0.2,extremal_mask,0.1,0.01,0.9906,0.002641,0.1007,-0.005076,0.001332
42,3,Average,0.3,extremal_mask,0.1,0.01,0.9891,0.003324,0.1017,-0.006077,0.0005761
42,3,Average,0.4,extremal_mask,0.1,0.01,0.9876,0.003761,0.1025,-0.006905,7.921e-05
42,3,Average,0.5,extremal_mask,0.1,0.01,0.9867,0.004139,0.1031,-0.007522,-0.0001779
42,3,Average,0.6,extremal_mask,0.1,0.01,0.9863,0.004148,0.1031,-0.007529,-0.0002119
42,3,Zeros,0.1,extremal_mask,0.1,0.01,0.9756,0.01674,0.1259,-0.03033,-0.01822
42,3,Zeros,0.2,extremal_mask,0.1,0.01,0.9691,0.02005,0.1336,-0.03798,-0.0161
42,3,Zeros,0.3,extremal_mask,0.1,0.01,0.9639,0.02319,0.1429,-0.04733,-0.01302
42,3,Zeros,0.4,extremal_mask,0.1,0.01,0.9591,0.02583,0.1543,-0.0587,-0.009613
42,3,Zeros,0.5,extremal_mask,0.1,0.01,0.9587,0.02756,0.1651,-0.06951,-0.006778
42,3,Zeros,0.6,extremal_mask,0.1,0.01,0.9585,0.0245,0.1659,-0.07031,-0.003438
42,4,Average,0.1,extremal_mask,0.1,0.01,0.9876,0.00359,0.09981,-0.007476,-0.001289
42,4,Average,0.2,extremal_mask,0.1,0.01,0.9863,0.004066,0.1006,-0.008221,-0.001769
42,4,Average,0.3,extremal_mask,0.1,0.01,0.9848,0.00437,0.1014,-0.009092,-0.002099
42,4,Average,0.4,extremal_mask,0.1,0.01,0.9841,0.004624,0.102,-0.009684,-0.002273
42,4,Average,0.5,extremal_mask,0.1,0.01,0.9839,0.004817,0.1023,-0.009994,-0.00247
42,4,Average,0.6,extremal_mask,0.1,0.01,0.9837,0.004945,0.1027,-0.01031,-0.002387
42,4,Zeros,0.1,extremal_mask,0.1,0.01,0.9626,0.02399,0.1659,-0.07355,-0.03832
42,4,Zeros,0.2,extremal_mask,0.1,0.01,0.9598,0.02535,0.1814,-0.08906,-0.03573
42,4,Zeros,0.3,extremal_mask,0.1,0.01,0.9574,0.02646,0.1955,-0.1032,-0.03277
42,4,Zeros,0.4,extremal_mask,0.1,0.01,0.9569,0.02558,0.2068,-0.1144,-0.02942
42,4,Zeros,0.5,extremal_mask,0.1,0.01,0.9561,0.0247,0.2167,-0.1244,-0.0266
42,4,Zeros,0.6,extremal_mask,0.1,0.01,0.9563,0.02198,0.2159,-0.1235,-0.02291
42,0,Average,0.1,extremal_mask,0.1,0.1,0.98,0.01457,0.12,-0.02473,-0.013
42,0,Average,0.2,extremal_mask,0.1,0.1,0.9791,0.01483,0.1211,-0.02585,-0.01337
42,0,Average,0.3,extremal_mask,0.1,0.1,0.9778,0.01464,0.121,-0.02569,-0.01328
42,0,Average,0.4,extremal_mask,0.1,0.1,0.9778,0.01437,0.1205,-0.02526,-0.01294
42,0,Average,0.5,extremal_mask,0.1,0.1,0.9783,0.01408,0.1201,-0.02478,-0.01261
42,0,Average,0.6,extremal_mask,0.1,0.1,0.9787,0.01336,0.1186,-0.02331,-0.01179
42,0,Zeros,0.1,extremal_mask,0.1,0.1,0.9363,0.08371,0.2899,-0.1946,-0.0656
42,0,Zeros,0.2,extremal_mask,0.1,0.1,0.9398,0.08613,0.3056,-0.2104,-0.06631
42,0,Zeros,0.3,extremal_mask,0.1,0.1,0.9435,0.08828,0.3157,-0.2204,-0.06531
42,0,Zeros,0.4,extremal_mask,0.1,0.1,0.9458,0.08975,0.3228,-0.2275,-0.06337
42,0,Zeros,0.5,extremal_mask,0.1,0.1,0.9504,0.09079,0.3267,-0.2314,-0.06095
42,0,Zeros,0.6,extremal_mask,0.1,0.1,0.9517,0.08445,0.3142,-0.2189,-0.05745
42,2,Average,0.1,extremal_mask,0.1,0.1,0.9793,0.01937,0.1179,-0.02955,-0.01366
42,2,Average,0.2,extremal_mask,0.1,0.1,0.9783,0.02063,0.1209,-0.03254,-0.01476
42,2,Average,0.3,extremal_mask,0.1,0.1,0.9787,0.02086,0.1216,-0.03318,-0.01489
42,2,Average,0.4,extremal_mask,0.1,0.1,0.9783,0.02067,0.1215,-0.03308,-0.01464
42,2,Average,0.5,extremal_mask,0.1,0.1,0.9772,0.02044,0.1213,-0.03288,-0.01444
42,2,Average,0.6,extremal_mask,0.1,0.1,0.9774,0.0197,0.1202,-0.03185,-0.0137
42,2,Zeros,0.1,extremal_mask,0.1,0.1,0.9191,0.148,0.3489,-0.2605,-0.06736
42,2,Zeros,0.2,extremal_mask,0.1,0.1,0.9247,0.1528,0.3694,-0.281,-0.06931
42,2,Zeros,0.3,extremal_mask,0.1,0.1,0.9302,0.1547,0.3768,-0.2884,-0.06924
42,2,Zeros,0.4,extremal_mask,0.1,0.1,0.9356,0.1553,0.3807,-0.2923,-0.06844
42,2,Zeros,0.5,extremal_mask,0.1,0.1,0.9411,0.1552,0.3816,-0.2932,-0.06729
42,2,Zeros,0.6,extremal_mask,0.1,0.1,0.9467,0.1464,0.3684,-0.28,-0.06562
42,1,Average,0.1,extremal_mask,0.1,0.1,0.987,0.01015,0.1154,-0.01591,-0.007616
42,1,Average,0.2,extremal_mask,0.1,0.1,0.9861,0.0106,0.1161,-0.01661,-0.008258
42,1,Average,0.3,extremal_mask,0.1,0.1,0.9863,0.01088,0.1166,-0.0171,-0.008729
42,1,Average,0.4,extremal_mask,0.1,0.1,0.985,0.0109,0.1166,-0.01716,-0.008853
42,1,Average,0.5,extremal_mask,0.1,0.1,0.9843,0.01106,0.1167,-0.01727,-0.008966
42,1,Average,0.6,extremal_mask,0.1,0.1,0.9843,0.01079,0.1166,-0.0171,-0.008391
42,1,Zeros,0.1,extremal_mask,0.1,0.1,0.9404,0.08535,0.2684,-0.1689,-0.06139
42,1,Zeros,0.2,extremal_mask,0.1,0.1,0.9424,0.08888,0.2776,-0.1782,-0.06151
42,1,Zeros,0.3,extremal_mask,0.1,0.1,0.9443,0.09191,0.2834,-0.1839,-0.06023
42,1,Zeros,0.4,extremal_mask,0.1,0.1,0.9467,0.09492,0.2902,-0.1908,-0.05825
42,1,Zeros,0.5,extremal_mask,0.1,0.1,0.9478,0.09833,0.2951,-0.1957,-0.05634
42,1,Zeros,0.6,extremal_mask,0.1,0.1,0.9502,0.09656,0.2913,-0.1918,-0.05351
42,3,Average,0.1,extremal_mask,0.1,0.1,0.985,0.0117,0.1162,-0.01933,-0.006615
42,3,Average,0.2,extremal_mask,0.1,0.1,0.983,0.01248,0.1175,-0.02057,-0.007323
42,3,Average,0.3,extremal_mask,0.1,0.1,0.9826,0.01287,0.1179,-0.02105,-0.007723
42,3,Average,0.4,extremal_mask,0.1,0.1,0.9824,0.01319,0.1183,-0.02141,-0.008083
42,3,Average,0.5,extremal_mask,0.1,0.1,0.9811,0.01367,0.1189,-0.02203,-0.008423
42,3,Average,0.6,extremal_mask,0.1,0.1,0.9813,0.0135,0.1187,-0.02179,-0.007988
42,3,Zeros,0.1,extremal_mask,0.1,0.1,0.9448,0.09275,0.2766,-0.1797,-0.06132
42,3,Zeros,0.2,extremal_mask,0.1,0.1,0.9485,0.09441,0.2866,-0.1897,-0.06154
42,3,Zeros,0.3,extremal_mask,0.1,0.1,0.9537,0.09477,0.2917,-0.1948,-0.06019
42,3,Zeros,0.4,extremal_mask,0.1,0.1,0.9578,0.0961,0.2972,-0.2003,-0.05815
42,3,Zeros,0.5,extremal_mask,0.1,0.1,0.9611,0.09789,0.3021,-0.2052,-0.05613
42,3,Zeros,0.6,extremal_mask,0.1,0.1,0.9622,0.09275,0.2963,-0.1994,-0.05341
42,4,Average,0.1,extremal_mask,0.1,0.1,0.9778,0.01614,0.1335,-0.02584,-0.01321
42,4,Average,0.2,extremal_mask,0.1,0.1,0.9765,0.01686,0.1351,-0.02737,-0.01398
42,4,Average,0.3,extremal_mask,0.1,0.1,0.9763,0.01705,0.1353,-0.02764,-0.014
42,4,Average,0.4,extremal_mask,0.1,0.1,0.9767,0.01673,0.1348,-0.02709,-0.01369
42,4,Average,0.5,extremal_mask,0.1,0.1,0.9756,0.01675,0.1346,-0.0269,-0.01359
42,4,Average,0.6,extremal_mask,0.1,0.1,0.9769,0.01625,0.1337,-0.026,-0.01284
42,4,Zeros,0.1,extremal_mask,0.1,0.1,0.9124,0.1229,0.3674,-0.2597,-0.07716
42,4,Zeros,0.2,extremal_mask,0.1,0.1,0.9202,0.1253,0.4007,-0.293,-0.07918
42,4,Zeros,0.3,extremal_mask,0.1,0.1,0.9263,0.126,0.4134,-0.3057,-0.07831
42,4,Zeros,0.4,extremal_mask,0.1,0.1,0.9317,0.1253,0.4195,-0.3118,-0.07628
42,4,Zeros,0.5,extremal_mask,0.1,0.1,0.9389,0.1247,0.4216,-0.3139,-0.07426
42,4,Zeros,0.6,extremal_mask,0.1,0.1,0.9439,0.1118,0.3976,-0.2899,-0.07047
42,0,Average,0.1,extremal_mask,0.1,1.0,0.9715,0.03231,0.1481,-0.04521,-0.02343
42,0,Average,0.2,extremal_mask,0.1,1.0,0.9676,0.03473,0.1538,-0.05099,-0.0258
42,0,Average,0.3,extremal_mask,0.1,1.0,0.9665,0.03424,0.1542,-0.05136,-0.02571
42,0,Average,0.4,extremal_mask,0.1,1.0,0.9669,0.03259,0.1524,-0.04956,-0.02483
42,0,Average,0.5,extremal_mask,0.1,1.0,0.9676,0.03098,0.1505,-0.04766,-0.02392
42,0,Average,0.6,extremal_mask,0.1,1.0,0.968,0.02885,0.1477,-0.04485,-0.02231
42,0,Zeros,0.1,extremal_mask,0.1,1.0,0.8684,0.2337,0.4671,-0.3642,-0.07325
42,0,Zeros,0.2,extremal_mask,0.1,1.0,0.8743,0.241,0.5266,-0.4237,-0.08433
42,0,Zeros,0.3,extremal_mask,0.1,1.0,0.8882,0.2409,0.5369,-0.4341,-0.08547
42,0,Zeros,0.4,extremal_mask,0.1,1.0,0.8973,0.239,0.5357,-0.4329,-0.08515
42,0,Zeros,0.5,extremal_mask,0.1,1.0,0.9093,0.2361,0.5299,-0.4271,-0.08436
42,0,Zeros,0.6,extremal_mask,0.1,1.0,0.92,0.221,0.5022,-0.3993,-0.08279
42,1,Average,0.1,extremal_mask,0.1,1.0,0.9846,0.02674,0.1241,-0.03644,-0.02018
42,1,Average,0.2,extremal_mask,0.1,1.0,0.9839,0.02787,0.1268,-0.03913,-0.02121
42,1,Average,0.3,extremal_mask,0.1,1.0,0.9837,0.02742,0.1263,-0.03864,-0.02111
42,1,Average,0.4,extremal_mask,0.1,1.0,0.9833,0.02645,0.1251,-0.03747,-0.02052
42,1,Average,0.5,extremal_mask,0.1,1.0,0.9835,0.02543,0.1237,-0.03602,-0.0198
42,1,Average,0.6,extremal_mask,0.1,1.0,0.9837,0.02421,0.1219,-0.03422,-0.01877
42,1,Zeros,0.1,extremal_mask,0.1,1.0,0.9143,0.2079,0.4231,-0.3354,-0.07188
42,1,Zeros,0.2,extremal_mask,0.1,1.0,0.9213,0.212,0.445,-0.3573,-0.07485
42,1,Zeros,0.3,extremal_mask,0.1,1.0,0.928,0.2114,0.4453,-0.3577,-0.07478
42,1,Zeros,0.4,extremal_mask,0.1,1.0,0.9334,0.2089,0.4394,-0.3517,-0.07428
42,1,Zeros,0.5,extremal_mask,0.1,1.0,0.9354,0.2065,0.4336,-0.3459,-0.07343
42,1,Zeros,0.6,extremal_mask,0.1,1.0,0.9378,0.1964,0.4145,-0.3269,-0.07224
42,2,Average,0.1,extremal_mask,0.1,1.0,0.9793,0.02583,0.1229,-0.03565,-0.02049
42,2,Average,0.2,extremal_mask,0.1,1.0,0.9769,0.02769,0.1283,-0.04106,-0.02185
42,2,Average,0.3,extremal_mask,0.1,1.0,0.9774,0.02727,0.1283,-0.04111,-0.02173
42,2,Average,0.4,extremal_mask,0.1,1.0,0.9769,0.02628,0.1271,-0.0399,-0.02109
42,2,Average,0.5,extremal_mask,0.1,1.0,0.9772,0.0249,0.1253,-0.03808,-0.02018
42,2,Average,0.6,extremal_mask,0.1,1.0,0.9793,0.02312,0.1224,-0.03524,-0.0189
42,2,Zeros,0.1,extremal_mask,0.1,1.0,0.9008,0.2113,0.4294,-0.3422,-0.06683
42,2,Zeros,0.2,extremal_mask,0.1,1.0,0.9097,0.2114,0.4632,-0.376,-0.07363
42,2,Zeros,0.3,extremal_mask,0.1,1.0,0.9204,0.2076,0.4615,-0.3743,-0.07396
42,2,Zeros,0.4,extremal_mask,0.1,1.0,0.9313,0.2028,0.4561,-0.3689,-0.07356
42,2,Zeros,0.5,extremal_mask,0.1,1.0,0.9393,0.1959,0.4456,-0.3584,-0.07278
42,2,Zeros,0.6,extremal_mask,0.1,1.0,0.9443,0.1823,0.4258,-0.3386,-0.07164
42,3,Average,0.1,extremal_mask,0.1,1.0,0.9802,0.02981,0.1355,-0.03984,-0.02027
42,3,Average,0.2,extremal_mask,0.1,1.0,0.9778,0.0314,0.1388,-0.04313,-0.02146
42,3,Average,0.3,extremal_mask,0.1,1.0,0.9772,0.0312,0.1388,-0.04318,-0.02161
42,3,Average,0.4,extremal_mask,0.1,1.0,0.9767,0.03029,0.1377,-0.04202,-0.02105
42,3,Average,0.5,extremal_mask,0.1,1.0,0.978,0.02944,0.1365,-0.04085,-0.02042
42,3,Average,0.6,extremal_mask,0.1,1.0,0.9789,0.02822,0.1349,-0.03923,-0.01943
42,3,Zeros,0.1,extremal_mask,0.1,1.0,0.9091,0.2287,0.4425,-0.3468,-0.07601
42,3,Zeros,0.2,extremal_mask,0.1,1.0,0.9174,0.2328,0.4709,-0.3753,-0.08069
42,3,Zeros,0.3,extremal_mask,0.1,1.0,0.9271,0.2331,0.4751,-0.3794,-0.08079
42,3,Zeros,0.4,extremal_mask,0.1,1.0,0.9389,0.2328,0.4744,-0.3788,-0.08033
42,3,Zeros,0.5,extremal_mask,0.1,1.0,0.9472,0.2316,0.472,-0.3764,-0.0794
42,3,Zeros,0.6,extremal_mask,0.1,1.0,0.9552,0.22,0.4528,-0.3572,-0.07825
42,4,Average,0.1,extremal_mask,0.1,1.0,0.9774,0.03113,0.1384,-0.0431,-0.02345
42,4,Average,0.2,extremal_mask,0.1,1.0,0.9737,0.03385,0.1456,-0.05033,-0.02602
42,4,Average,0.3,extremal_mask,0.1,1.0,0.9739,0.03361,0.1465,-0.05129,-0.02617
42,4,Average,0.4,extremal_mask,0.1,1.0,0.9737,0.03226,0.145,-0.0497,-0.02535
42,4,Average,0.5,extremal_mask,0.1,1.0,0.9741,0.03068,0.1429,-0.04763,-0.02439
42,4,Average,0.6,extremal_mask,0.1,1.0,0.9752,0.029,0.1403,-0.04506,-0.02302
42,4,Zeros,0.1,extremal_mask,0.1,1.0,0.8606,0.2405,0.4826,-0.3874,-0.06981
42,4,Zeros,0.2,extremal_mask,0.1,1.0,0.873,0.2472,0.5494,-0.4542,-0.0796
42,4,Zeros,0.3,extremal_mask,0.1,1.0,0.8863,0.2458,0.5619,-0.4666,-0.08102
42,4,Zeros,0.4,extremal_mask,0.1,1.0,0.9078,0.2411,0.5549,-0.4596,-0.08089
42,4,Zeros,0.5,extremal_mask,0.1,1.0,0.9234,0.2362,0.5471,-0.4519,-0.08028
42,4,Zeros,0.6,extremal_mask,0.1,1.0,0.9348,0.2207,0.5212,-0.4259,-0.07914
42,1,Average,0.1,extremal_mask,0.1,10.0,0.9828,0.02887,0.1322,-0.03874,-0.02132
42,1,Average,0.2,extremal_mask,0.1,10.0,0.9793,0.0305,0.1371,-0.04365,-0.02294
42,1,Average,0.3,extremal_mask,0.1,10.0,0.9787,0.02995,0.1371,-0.04363,-0.02281
42,1,Average,0.4,extremal_mask,0.1,10.0,0.9793,0.02892,0.1359,-0.04246,-0.02217
42,1,Average,0.5,extremal_mask,0.1,10.0,0.9796,0.02768,0.1345,-0.04108,-0.02134
42,1,Average,0.6,extremal_mask,0.1,10.0,0.9798,0.02603,0.1323,-0.03891,-0.01992
42,1,Zeros,0.1,extremal_mask,0.1,10.0,0.9165,0.2068,0.4075,-0.3141,-0.0744
42,1,Zeros,0.2,extremal_mask,0.1,10.0,0.9256,0.2128,0.4547,-0.3612,-0.07927
42,1,Zeros,0.3,extremal_mask,0.1,10.0,0.9345,0.2131,0.4613,-0.3679,-0.07934
42,1,Zeros,0.4,extremal_mask,0.1,10.0,0.9454,0.2114,0.4621,-0.3687,-0.07905
42,1,Zeros,0.5,extremal_mask,0.1,10.0,0.9526,0.2088,0.4578,-0.3643,-0.0784
42,1,Zeros,0.6,extremal_mask,0.1,10.0,0.9561,0.1957,0.4362,-0.3427,-0.07717
42,0,Average,0.1,extremal_mask,0.1,10.0,0.9769,0.0297,0.1454,-0.04076,-0.02585
42,0,Average,0.2,extremal_mask,0.1,10.0,0.9728,0.03146,0.1505,-0.04586,-0.02756
42,0,Average,0.3,extremal_mask,0.1,10.0,0.9722,0.03085,0.1507,-0.04605,-0.0274
42,0,Average,0.4,extremal_mask,0.1,10.0,0.9719,0.02949,0.1493,-0.04464,-0.02665
42,0,Average,0.5,extremal_mask,0.1,10.0,0.9724,0.02755,0.147,-0.04227,-0.02551
42,0,Average,0.6,extremal_mask,0.1,10.0,0.9728,0.02546,0.1441,-0.03943,-0.02382
42,0,Zeros,0.1,extremal_mask,0.1,10.0,0.8693,0.2306,0.475,-0.3703,-0.07537
42,0,Zeros,0.2,extremal_mask,0.1,10.0,0.8793,0.2327,0.5093,-0.4046,-0.08628
42,0,Zeros,0.3,extremal_mask,0.1,10.0,0.8926,0.2287,0.5072,-0.4025,-0.08775
42,0,Zeros,0.4,extremal_mask,0.1,10.0,0.9067,0.2233,0.4994,-0.3948,-0.08729
42,0,Zeros,0.5,extremal_mask,0.1,10.0,0.9161,0.2163,0.4876,-0.3829,-0.0864
42,0,Zeros,0.6,extremal_mask,0.1,10.0,0.9239,0.1993,0.46,-0.3554,-0.08487
42,3,Average,0.1,extremal_mask,0.1,10.0,0.9856,0.0262,0.1296,-0.0346,-0.01921
42,3,Average,0.2,extremal_mask,0.1,10.0,0.9806,0.02852,0.1344,-0.03944,-0.02097
42,3,Average,0.3,extremal_mask,0.1,10.0,0.9813,0.0288,0.1352,-0.04024,-0.02118
42,3,Average,0.4,extremal_mask,0.1,10.0,0.9806,0.02839,0.1348,-0.03983,-0.02077
42,3,Average,0.5,extremal_mask,0.1,10.0,0.9793,0.02761,0.1338,-0.0388,-0.02018
42,3,Average,0.6,extremal_mask,0.1,10.0,0.9806,0.02605,0.1316,-0.03667,-0.019
42,3,Zeros,0.1,extremal_mask,0.1,10.0,0.9269,0.208,0.3997,-0.3047,-0.07222
42,3,Zeros,0.2,extremal_mask,0.1,10.0,0.9328,0.2142,0.4443,-0.3493,-0.07962
