Seed,Noise,Activations,Explainer,Purity,Std_0,Std_1
36,0.2,softplus,enhanced_integrated_gradients_10,0.9704,2.175,0.5626
36,0.2,softplus,enhanced_integrated_gradients_15,0.948,2.636,0.9387
36,0.2,softplus,gradient_shap,0.9,4.546,1.145
36,0.2,softplus,integrated_gradients,0.9064,4.377,1.092
36,0.2,softplus,smooth_grad,0.9024,4.305,1.124
36,0.25,softplus,acc,0.9416
36,0.25,softplus,geodesic_integrated_gradients_5,0.9512,0.3265,0.3969
36,0.25,softplus,geodesic_integrated_gradients_10,0.9432,0.3647,0.3888
36,0.25,softplus,geodesic_integrated_gradients_15,0.9432,0.3506,0.3899
36,0.25,softplus,enhanced_integrated_gradients_5,0.9576,1.925,0.4025
36,0.25,softplus,enhanced_integrated_gradients_10,0.9176,2.179,0.4696
36,0.25,softplus,enhanced_integrated_gradients_15,0.9112,2.173,0.4943
36,0.25,softplus,gradient_shap,0.8368,2.753,0.7844
36,0.25,softplus,integrated_gradients,0.8408,2.689,0.7721
36,0.25,softplus,smooth_grad,0.8328,2.658,0.7785
48,0.05,softplus,acc,0.9896
48,0.05,softplus,geodesic_integrated_gradients_5,1.0,0.1124,0.2212
48,0.05,softplus,geodesic_integrated_gradients_10,1.0,0.1124,0.2208
48,0.05,softplus,geodesic_integrated_gradients_15,1.0,0.1124,0.2207
48,0.05,softplus,enhanced_integrated_gradients_5,1.0,0.2301,0.2211
48,0.05,softplus,enhanced_integrated_gradients_10,1.0,0.2255,0.2208
48,0.05,softplus,enhanced_integrated_gradients_15,1.0,0.3693,0.2207
48,0.05,softplus,gradient_shap,0.98,4.431,2.616
48,0.05,softplus,integrated_gradients,0.9848,3.789,2.552
48,0.05,softplus,smooth_grad,0.9848,3.704,2.579
48,0.1,softplus,acc,0.9892
48,0.1,softplus,geodesic_integrated_gradients_5,1.0,0.1864,0.3403
48,0.1,softplus,geodesic_integrated_gradients_10,1.0,0.1832,0.3399
48,0.1,softplus,geodesic_integrated_gradients_15,1.0,0.1825,0.3399
48,0.1,softplus,enhanced_integrated_gradients_5,1.0,0.2992,0.3407
48,0.1,softplus,enhanced_integrated_gradients_10,1.0,0.5745,0.3402
48,0.1,softplus,enhanced_integrated_gradients_15,1.0,0.5927,0.3412
48,0.1,softplus,gradient_shap,0.9616,5.883,3.059
48,0.1,softplus,integrated_gradients,0.9816,5.681,2.756
48,0.1,softplus,smooth_grad,0.9808,5.53,2.865
48,0.15,softplus,acc,0.9736
48,0.15,softplus,geodesic_integrated_gradients_5,0.9928,0.2676,0.5424
48,0.15,softplus,geodesic_integrated_gradients_10,0.9928,0.2877,0.5315
48,0.15,softplus,geodesic_integrated_gradients_15,0.9928,0.2505,0.5315
48,0.15,softplus,enhanced_integrated_gradients_5,0.9936,0.3696,0.6446
48,0.15,softplus,enhanced_integrated_gradients_10,0.992,0.2938,0.6007
48,0.15,softplus,enhanced_integrated_gradients_15,0.9928,0.3481,0.5713
48,0.15,softplus,gradient_shap,0.9672,5.168,1.57
48,0.15,softplus,integrated_gradients,0.9824,4.996,1.606
48,0.15,softplus,smooth_grad,0.9824,4.876,1.643
48,0.2,softplus,acc,0.9576
48,0.2,softplus,geodesic_integrated_gradients_5,0.992,0.4643,0.3131
48,0.2,softplus,geodesic_integrated_gradients_10,0.992,0.431,0.3022
48,0.2,softplus,geodesic_integrated_gradients_15,0.992,0.4319,0.3014
48,0.2,softplus,enhanced_integrated_gradients_5,0.9176,1.385,0.5981
48,0.2,softplus,enhanced_integrated_gradients_10,0.9096,0.9201,0.9562
48,0.2,softplus,enhanced_integrated_gradients_15,0.8816,1.035,0.6829
48,0.2,softplus,gradient_shap,0.8656,5.07,1.046
48,0.2,softplus,integrated_gradients,0.8808,4.889,0.9638
48,0.2,softplus,smooth_grad,0.8696,4.799,0.9851
48,0.25,softplus,acc,0.922
48,0.25,softplus,geodesic_integrated_gradients_5,0.9768,0.5152,0.3412
48,0.25,softplus,geodesic_integrated_gradients_10,0.9776,0.4857,0.344
48,0.25,softplus,geodesic_integrated_gradients_15,0.9776,0.4839,0.3445
48,0.25,softplus,enhanced_integrated_gradients_5,0.7816,0.6311,0.8134
48,0.25,softplus,enhanced_integrated_gradients_10,0.9192,1.541,0.8309
48,0.25,softplus,enhanced_integrated_gradients_15,0.8672,1.819,0.8
48,0.25,softplus,gradient_shap,0.8712,3.12,0.7736
48,0.25,softplus,integrated_gradients,0.88,3.041,0.7448
48,0.25,softplus,smooth_grad,0.8688,2.996,0.7492
60,0.05,softplus,acc,0.998
60,0.05,softplus,geodesic_integrated_gradients_5,0.9896,0.07245,0.002521
60,0.05,softplus,geodesic_integrated_gradients_10,0.9896,0.07245,0.002524
60,0.05,softplus,geodesic_integrated_gradients_15,0.9896,0.07245,0.002517
60,0.05,softplus,enhanced_integrated_gradients_5,0.9896,0.07971,0.002521
60,0.05,softplus,enhanced_integrated_gradients_10,0.9896,0.07394,0.002537
60,0.05,softplus,enhanced_integrated_gradients_15,0.9896,0.08686,0.002529
60,0.05,softplus,gradient_shap,0.968,4.498,1.933
60,0.05,softplus,integrated_gradients,0.988,4.189,1.777
60,0.05,softplus,smooth_grad,0.9856,3.977,1.757
60,0.1,softplus,acc,0.9968
60,0.1,softplus,geodesic_integrated_gradients_5,0.9872,0.1067,0.07384
60,0.1,softplus,geodesic_integrated_gradients_10,0.9872,0.1067,0.07358
60,0.1,softplus,geodesic_integrated_gradients_15,0.9872,0.1067,0.0736
60,0.1,softplus,enhanced_integrated_gradients_5,0.9872,0.1136,0.07619
60,0.1,softplus,enhanced_integrated_gradients_10,0.9872,0.1648,0.07362
60,0.1,softplus,enhanced_integrated_gradients_15,0.9872,0.2104,0.07415
60,0.1,softplus,gradient_shap,0.968,4.79,2.283
60,0.1,softplus,integrated_gradients,0.9832,4.124,2.309
60,0.1,softplus,smooth_grad,0.9832,3.952,2.418
60,0.15,softplus,acc,0.9844
60,0.15,softplus,geodesic_integrated_gradients_5,0.9712,0.2239,0.3023
60,0.15,softplus,geodesic_integrated_gradients_10,0.9712,0.2401,0.2912
60,0.15,softplus,geodesic_integrated_gradients_15,0.9712,0.2409,0.2918
60,0.15,softplus,enhanced_integrated_gradients_5,0.9712,0.7249,0.3092
60,0.15,softplus,enhanced_integrated_gradients_10,0.9712,1.036,0.4676
60,0.15,softplus,enhanced_integrated_gradients_15,0.9712,1.061,0.5993
60,0.15,softplus,gradient_shap,0.8832,5.719,1.608
60,0.15,softplus,integrated_gradients,0.884,5.592,1.572
60,0.15,softplus,smooth_grad,0.8776,5.469,1.584
60,0.2,softplus,acc,0.948
60,0.2,softplus,geodesic_integrated_gradients_5,0.9864,0.4165,0.2266
60,0.2,softplus,geodesic_integrated_gradients_10,0.9856,0.4617,0.2261
60,0.2,softplus,geodesic_integrated_gradients_15,0.9856,0.4616,0.2259
60,0.2,softplus,enhanced_integrated_gradients_5,0.9872,0.5061,0.3783
60,0.2,softplus,enhanced_integrated_gradients_10,0.9872,0.4281,0.3132
60,0.2,softplus,enhanced_integrated_gradients_15,0.9896,0.6769,0.3209
60,0.2,softplus,gradient_shap,0.972,4.01,0.5286
60,0.2,softplus,integrated_gradients,0.9824,3.878,0.505
60,0.2,softplus,smooth_grad,0.9784,3.766,0.5236
60,0.25,softplus,acc,0.9236
60,0.25,softplus,geodesic_integrated_gradients_5,0.9248,0.5347,0.4101
60,0.25,softplus,geodesic_integrated_gradients_10,0.9264,0.5316,0.4035
60,0.25,softplus,geodesic_integrated_gradients_15,0.9272,0.5288,0.4023
60,0.25,softplus,enhanced_integrated_gradients_5,0.7888,0.5226,0.7081
60,0.25,softplus,enhanced_integrated_gradients_10,0.8376,0.6994,0.7189
60,0.25,softplus,enhanced_integrated_gradients_15,0.8392,0.7486,0.7961
60,0.25,softplus,gradient_shap,0.7976,3.758,0.8632
60,0.25,softplus,integrated_gradients,0.7944,3.692,0.8461
60,0.25,softplus,smooth_grad,0.7776,3.646,0.848
10,0.05,softplus,acc,0.918
10,0.05,softplus,geodesic_integrated_gradients_5,1.0,2.404,0.2897
10,0.05,softplus,geodesic_integrated_gradients_10,1.0,2.404,0.2889
10,0.05,softplus,geodesic_integrated_gradients_15,1.0,2.404,0.2884
10,0.05,softplus,enhanced_integrated_gradients_5,1.0,2.402,0.2899
10,0.05,softplus,enhanced_integrated_gradients_10,1.0,2.406,0.2923
10,0.05,softplus,enhanced_integrated_gradients_15,1.0,2.406,0.293
10,0.05,softplus,gradient_shap,1.0,5.914,0.3375
10,0.05,softplus,integrated_gradients,1.0,5.277,0.4034
10,0.05,softplus,smooth_grad,1.0,5.26,0.5395
10,0.1,softplus,acc,0.8504
10,0.1,softplus,geodesic_integrated_gradients_5,1.0,2.783,0.1212
10,0.1,softplus,geodesic_integrated_gradients_10,1.0,2.511,0.1212
10,0.1,softplus,geodesic_integrated_gradients_15,1.0,2.454,0.1212
10,0.1,softplus,enhanced_integrated_gradients_5,1.0,4.135,0.124
10,0.1,softplus,enhanced_integrated_gradients_10,1.0,4.472,0.1216
10,0.1,softplus,enhanced_integrated_gradients_15,1.0,4.523,0.1243
10,0.1,softplus,gradient_shap,1.0,8.898,0.1848
10,0.1,softplus,integrated_gradients,1.0,8.651,0.1985
10,0.1,softplus,smooth_grad,1.0,8.502,0.2229
10,0.15,softplus,acc,0.8924
10,0.15,softplus,geodesic_integrated_gradients_5,0.1072,0.6792,1.369
10,0.15,softplus,geodesic_integrated_gradients_10,0.1072,0.6515,1.322
10,0.15,softplus,geodesic_integrated_gradients_15,0.1072,0.6466,1.319
10,0.15,softplus,enhanced_integrated_gradients_5,0.1104,0.6232,3.796
10,0.15,softplus,enhanced_integrated_gradients_10,0.1104,0.6015,3.95
10,0.15,softplus,enhanced_integrated_gradients_15,0.1104,0.6014,3.808
10,0.15,softplus,gradient_shap,0.4944,5.819,4.093
10,0.15,softplus,integrated_gradients,0.504,5.768,4.037
10,0.15,softplus,smooth_grad,0.5096,5.732,4.006
10,0.2,softplus,acc,0.8604
10,0.2,softplus,geodesic_integrated_gradients_5,0.1968,1.152,0.3964
10,0.2,softplus,geodesic_integrated_gradients_10,0.1968,1.158,0.3837
10,0.2,softplus,geodesic_integrated_gradients_15,0.1984,1.136,0.3812
10,0.2,softplus,enhanced_integrated_gradients_5,0.216,1.105,1.143
10,0.2,softplus,enhanced_integrated_gradients_10,0.224,1.114,1.227
10,0.2,softplus,enhanced_integrated_gradients_15,0.3584,1.133,1.21
10,0.2,softplus,gradient_shap,0.5544,3.848,1.268
10,0.2,softplus,integrated_gradients,0.56,3.843,1.214
10,0.2,softplus,smooth_grad,0.5608,3.818,1.219
10,0.25,softplus,acc,0.8852
10,0.25,softplus,geodesic_integrated_gradients_5,0.9344,0.4278,0.6281
10,0.25,softplus,geodesic_integrated_gradients_10,0.9336,0.4176,0.6266
10,0.25,softplus,geodesic_integrated_gradients_15,0.932,0.4318,0.622
10,0.25,softplus,enhanced_integrated_gradients_5,0.9136,0.6871,0.827
10,0.25,softplus,enhanced_integrated_gradients_10,0.9064,0.8649,0.9334
10,0.25,softplus,enhanced_integrated_gradients_15,0.904,0.895,0.9333
10,0.25,softplus,gradient_shap,0.8512,1.963,1.034
10,0.25,softplus,integrated_gradients,0.8584,1.947,1.033
10,0.25,softplus,smooth_grad,0.856,1.946,1.024
10,0.3,softplus,acc,0.8336
10,0.3,softplus,geodesic_integrated_gradients_5,0.1848,0.7175,0.4192
10,0.3,softplus,geodesic_integrated_gradients_10,0.1992,0.632,0.4066
10,0.3,softplus,geodesic_integrated_gradients_15,0.1944,0.6304,0.4106
10,0.3,softplus,enhanced_integrated_gradients_5,0.556,1.247,0.9943
10,0.3,softplus,enhanced_integrated_gradients_10,0.5824,1.877,1.078
10,0.3,softplus,enhanced_integrated_gradients_15,0.4936,1.926,1.056
10,0.3,softplus,gradient_shap,0.5208,2.204,1.123
10,0.3,softplus,integrated_gradients,0.5264,2.203,1.101
10,0.3,softplus,smooth_grad,0.5256,2.19,1.091
20,0.05,softplus,acc,0.9636
20,0.05,softplus,geodesic_integrated_gradients_5,0.9848,0.4374,0.3984
20,0.05,softplus,geodesic_integrated_gradients_10,0.9848,0.4374,0.3988
20,0.05,softplus,geodesic_integrated_gradients_15,0.9848,0.4374,0.3975
20,0.05,softplus,enhanced_integrated_gradients_5,0.9848,0.4383,0.3984
20,0.05,softplus,enhanced_integrated_gradients_10,0.9848,0.4545,0.3986
20,0.05,softplus,enhanced_integrated_gradients_15,0.9848,0.4506,0.3977
20,0.05,softplus,gradient_shap,0.9728,6.797,1.286
20,0.05,softplus,integrated_gradients,0.9712,6.179,1.15
20,0.05,softplus,smooth_grad,0.972,6.105,1.391
20,0.1,softplus,acc,0.9564
20,0.1,softplus,geodesic_integrated_gradients_5,1.0,1.335,0.1652
20,0.1,softplus,geodesic_integrated_gradients_10,1.0,1.368,0.1602
20,0.1,softplus,geodesic_integrated_gradients_15,1.0,1.37,0.1601
20,0.1,softplus,enhanced_integrated_gradients_5,1.0,1.415,0.1653
20,0.1,softplus,enhanced_integrated_gradients_10,1.0,1.415,0.1624
20,0.1,softplus,enhanced_integrated_gradients_15,1.0,1.435,0.1605
20,0.1,softplus,gradient_shap,1.0,5.377,0.2687
20,0.1,softplus,integrated_gradients,1.0,4.916,0.2538
20,0.1,softplus,smooth_grad,1.0,4.852,0.3692
20,0.15,softplus,acc,0.8744
20,0.15,softplus,geodesic_integrated_gradients_5,0.0632,0.5122,1.364
20,0.15,softplus,geodesic_integrated_gradients_10,0.0608,0.5113,1.166
20,0.15,softplus,geodesic_integrated_gradients_15,0.0616,0.5114,1.147
20,0.15,softplus,enhanced_integrated_gradients_5,0.0632,0.5116,3.079
20,0.15,softplus,enhanced_integrated_gradients_10,0.0632,0.5115,3.809
20,0.15,softplus,enhanced_integrated_gradients_15,0.0632,0.5115,4.244
20,0.15,softplus,gradient_shap,0.1576,2.367,4.483
20,0.15,softplus,integrated_gradients,0.1544,2.358,4.35
20,0.15,softplus,smooth_grad,0.1536,2.339,4.298
20,0.2,softplus,acc,0.734
20,0.2,softplus,geodesic_integrated_gradients_5,1.0,1.8,0.02327
20,0.2,softplus,geodesic_integrated_gradients_10,1.0,1.955,0.02327
20,0.2,softplus,geodesic_integrated_gradients_15,1.0,1.764,0.02326
20,0.2,softplus,enhanced_integrated_gradients_5,1.0,1.427,0.02449
20,0.2,softplus,enhanced_integrated_gradients_10,1.0,3.233,0.02592
20,0.2,softplus,enhanced_integrated_gradients_15,1.0,3.225,0.02696
20,0.2,softplus,gradient_shap,1.0,5.003,0.04737
20,0.2,softplus,integrated_gradients,1.0,4.918,0.04172
20,0.2,softplus,smooth_grad,1.0,4.924,0.05033
20,0.25,softplus,acc,0.9088
20,0.25,softplus,geodesic_integrated_gradients_5,0.0904,0.4043,0.5076
20,0.25,softplus,geodesic_integrated_gradients_10,0.1008,0.4145,0.4783
20,0.25,softplus,geodesic_integrated_gradients_15,0.0968,0.4125,0.4813
20,0.25,softplus,enhanced_integrated_gradients_5,0.1264,0.3758,0.7192
20,0.25,softplus,enhanced_integrated_gradients_10,0.308,0.3844,0.9252
20,0.25,softplus,enhanced_integrated_gradients_15,0.5344,0.6652,0.9207
20,0.25,softplus,gradient_shap,0.5608,2.086,1.194
20,0.25,softplus,integrated_gradients,0.5648,2.078,1.155
20,0.25,softplus,smooth_grad,0.5672,2.068,1.148
20,0.3,softplus,acc,0.8268
20,0.3,softplus,geodesic_integrated_gradients_5,0.2064,0.9074,0.2085
20,0.3,softplus,geodesic_integrated_gradients_10,0.2016,0.8987,0.1689
20,0.3,softplus,geodesic_integrated_gradients_15,0.2096,0.8976,0.1612
20,0.3,softplus,enhanced_integrated_gradients_5,0.4264,1.35,0.527
20,0.3,softplus,enhanced_integrated_gradients_10,0.4176,1.318,0.6943
20,0.3,softplus,enhanced_integrated_gradients_15,0.4496,1.387,0.6695
20,0.3,softplus,gradient_shap,0.4504,2.066,0.7507
20,0.3,softplus,integrated_gradients,0.4504,2.063,0.6776
20,0.3,softplus,smooth_grad,0.4536,2.059,0.672
30,0.05,softplus,acc,0.928
30,0.05,softplus,geodesic_integrated_gradients_5,0.9712,0.58,0.3524
30,0.05,softplus,geodesic_integrated_gradients_10,0.9712,0.6226,0.3432
30,0.05,softplus,geodesic_integrated_gradients_15,0.9712,0.6242,0.343
30,0.05,softplus,enhanced_integrated_gradients_5,0.9712,0.6943,0.355
30,0.05,softplus,enhanced_integrated_gradients_10,0.9712,0.9361,0.3475
30,0.05,softplus,enhanced_integrated_gradients_15,0.9712,0.9609,0.3715
30,0.05,softplus,gradient_shap,0.9488,5.147,0.5365
30,0.05,softplus,integrated_gradients,0.9488,4.818,0.4979
30,0.05,softplus,smooth_grad,0.9488,4.764,0.6598
30,0.1,softplus,acc,0.9072
30,0.1,softplus,geodesic_integrated_gradients_5,0.9904,1.071,0.2206
30,0.1,softplus,geodesic_integrated_gradients_10,0.9896,1.239,0.2199
30,0.1,softplus,geodesic_integrated_gradients_15,0.9888,1.236,0.2199
30,0.1,softplus,enhanced_integrated_gradients_5,0.9912,0.8603,0.2239
30,0.1,softplus,enhanced_integrated_gradients_10,0.9912,0.9446,0.2814
30,0.1,softplus,enhanced_integrated_gradients_15,0.9912,0.9809,0.2742
30,0.1,softplus,gradient_shap,0.9672,10.78,0.4046
30,0.1,softplus,integrated_gradients,0.9672,10.48,0.3938
30,0.1,softplus,smooth_grad,0.9664,10.35,0.6353
30,0.15,softplus,acc,0.862
30,0.15,softplus,geodesic_integrated_gradients_5,0.9712,0.9538,0.4103
30,0.15,softplus,geodesic_integrated_gradients_10,0.9712,0.9144,0.4095
30,0.15,softplus,geodesic_integrated_gradients_15,0.9712,0.9118,0.4095
30,0.15,softplus,enhanced_integrated_gradients_5,0.9872,1.562,0.4346
30,0.15,softplus,enhanced_integrated_gradients_10,0.9912,1.673,0.5474
30,0.15,softplus,enhanced_integrated_gradients_15,0.9936,1.67,0.5804
30,0.15,softplus,gradient_shap,0.9464,6.576,0.7455
30,0.15,softplus,integrated_gradients,0.9464,6.44,0.7513
30,0.15,softplus,smooth_grad,0.9464,6.377,0.8305
30,0.2,softplus,acc,0.868
30,0.2,softplus,geodesic_integrated_gradients_5,0.9096,0.895,0.5674
30,0.2,softplus,geodesic_integrated_gradients_10,0.9096,0.8454,0.5669
30,0.2,softplus,geodesic_integrated_gradients_15,0.9096,0.8637,0.5671
30,0.2,softplus,enhanced_integrated_gradients_5,0.9064,0.683,1.32
30,0.2,softplus,enhanced_integrated_gradients_10,0.88,0.6533,1.265
30,0.2,softplus,enhanced_integrated_gradients_15,0.8552,0.6486,1.346
30,0.2,softplus,gradient_shap,0.8368,4.761,1.448
30,0.2,softplus,integrated_gradients,0.8376,4.729,1.424
30,0.2,softplus,smooth_grad,0.8336,4.693,1.434
30,0.25,softplus,acc,0.8276
30,0.25,softplus,geodesic_integrated_gradients_5,0.164,1.252,0.3006
30,0.25,softplus,geodesic_integrated_gradients_10,0.1664,1.249,0.2259
30,0.25,softplus,geodesic_integrated_gradients_15,0.1672,1.249,0.2288
30,0.25,softplus,enhanced_integrated_gradients_5,0.2056,1.276,1.203
30,0.25,softplus,enhanced_integrated_gradients_10,0.204,1.277,1.244
30,0.25,softplus,enhanced_integrated_gradients_15,0.2008,1.282,1.276
30,0.25,softplus,gradient_shap,0.3984,3.515,1.358
30,0.25,softplus,integrated_gradients,0.4032,3.51,1.271
30,0.25,softplus,smooth_grad,0.4024,3.493,1.264
30,0.3,softplus,acc,0.7608
30,0.3,softplus,geodesic_integrated_gradients_5,0.9936,0.8742,0.1556
30,0.3,softplus,geodesic_integrated_gradients_10,0.9784,0.8495,0.1569
30,0.3,softplus,geodesic_integrated_gradients_15,0.9784,0.8613,0.1568
30,0.3,softplus,enhanced_integrated_gradients_5,0.9536,1.751,0.2782
30,0.3,softplus,enhanced_integrated_gradients_10,0.956,1.876,0.3415
30,0.3,softplus,enhanced_integrated_gradients_15,0.9528,2.131,0.3124
30,0.3,softplus,gradient_shap,0.948,2.895,0.3257
30,0.3,softplus,integrated_gradients,0.9528,2.892,0.3124
30,0.3,softplus,smooth_grad,0.9528,2.889,0.3149
40,0.05,softplus,acc,0.8996
40,0.05,softplus,geodesic_integrated_gradients_5,0.956,0.6702,0.5354
40,0.05,softplus,geodesic_integrated_gradients_10,0.9544,0.6642,0.5294
40,0.05,softplus,geodesic_integrated_gradients_15,0.952,0.6818,0.5286
40,0.05,softplus,enhanced_integrated_gradients_5,0.9584,0.691,0.5457
40,0.05,softplus,enhanced_integrated_gradients_10,0.9568,0.687,0.534
40,0.05,softplus,enhanced_integrated_gradients_15,0.9616,0.7128,0.585
40,0.05,softplus,gradient_shap,0.9368,6.151,0.9243
40,0.05,softplus,integrated_gradients,0.9368,5.998,0.894
40,0.05,softplus,smooth_grad,0.9368,5.953,1.021
40,0.1,softplus,acc,0.8568
40,0.1,softplus,geodesic_integrated_gradients_5,0.952,1.658,0.6866
40,0.1,softplus,geodesic_integrated_gradients_10,0.9448,1.719,0.6891
40,0.1,softplus,geodesic_integrated_gradients_15,0.9448,1.691,0.689
40,0.1,softplus,enhanced_integrated_gradients_5,0.9904,1.456,0.8348
40,0.1,softplus,enhanced_integrated_gradients_10,0.9776,1.435,2.21
40,0.1,softplus,enhanced_integrated_gradients_15,0.9776,1.43,2.052
40,0.1,softplus,gradient_shap,0.9016,11.37,2.458
40,0.1,softplus,integrated_gradients,0.9152,11.24,2.451
40,0.1,softplus,smooth_grad,0.8952,11.12,2.513
40,0.15,softplus,acc,0.856
40,0.15,softplus,geodesic_integrated_gradients_5,0.9872,1.246,0.2924
40,0.15,softplus,geodesic_integrated_gradients_10,0.9872,1.497,0.2879
40,0.15,softplus,geodesic_integrated_gradients_15,0.9872,1.307,0.2879
40,0.15,softplus,enhanced_integrated_gradients_5,0.9896,1.254,0.4614
40,0.15,softplus,enhanced_integrated_gradients_10,0.9952,1.535,0.395
40,0.15,softplus,enhanced_integrated_gradients_15,0.9976,1.367,0.4476
40,0.15,softplus,gradient_shap,0.9744,8.335,0.564
40,0.15,softplus,integrated_gradients,0.9744,8.173,0.535
40,0.15,softplus,smooth_grad,0.9744,8.072,0.5689
40,0.2,softplus,acc,0.762
40,0.2,softplus,geodesic_integrated_gradients_5,0.9976,1.996,0.09837
40,0.2,softplus,geodesic_integrated_gradients_10,0.9976,2.007,0.09807
40,0.2,softplus,geodesic_integrated_gradients_15,0.9976,2.165,0.09806
40,0.2,softplus,enhanced_integrated_gradients_5,0.9968,3.299,0.1021
40,0.2,softplus,enhanced_integrated_gradients_10,0.9904,3.236,0.1451
40,0.2,softplus,enhanced_integrated_gradients_15,0.9856,4.029,0.1439
40,0.2,softplus,gradient_shap,0.9848,5.943,0.159
40,0.2,softplus,integrated_gradients,0.9848,5.895,0.1467
40,0.2,softplus,smooth_grad,0.9848,5.861,0.1536
40,0.25,softplus,acc,0.804
40,0.25,softplus,geodesic_integrated_gradients_5,0.0312,0.1953,0.5465
40,0.25,softplus,geodesic_integrated_gradients_10,0.032,0.2051,0.5172
40,0.25,softplus,geodesic_integrated_gradients_15,0.032,0.2035,0.5188
40,0.25,softplus,enhanced_integrated_gradients_5,0.0424,0.3362,0.9233
40,0.25,softplus,enhanced_integrated_gradients_10,0.0408,0.3371,1.005
40,0.25,softplus,enhanced_integrated_gradients_15,0.0344,0.3146,1.077
40,0.25,softplus,gradient_shap,0.0992,0.6906,1.138
40,0.25,softplus,integrated_gradients,0.0528,0.6912,1.062
40,0.25,softplus,smooth_grad,0.052,0.6853,1.067
40,0.3,softplus,acc,0.7796
40,0.3,softplus,geodesic_integrated_gradients_5,0.9896,0.7993,0.1982
40,0.3,softplus,geodesic_integrated_gradients_10,0.9872,0.8115,0.1976
40,0.3,softplus,geodesic_integrated_gradients_15,0.9872,0.8503,0.198
40,0.3,softplus,enhanced_integrated_gradients_5,0.972,2.435,0.2986
40,0.3,softplus,enhanced_integrated_gradients_10,0.9696,2.318,0.3397
40,0.3,softplus,enhanced_integrated_gradients_15,0.968,2.445,0.3382
40,0.3,softplus,gradient_shap,0.9592,2.671,0.378
40,0.3,softplus,integrated_gradients,0.9648,2.652,0.3783
40,0.3,softplus,smooth_grad,0.9656,2.643,0.3754
50,0.05,softplus,acc,1.0
50,0.05,softplus,geodesic_integrated_gradients_5,1.0,0.00339,0.01266
50,0.05,softplus,geodesic_integrated_gradients_10,1.0,0.00339,0.01262
50,0.05,softplus,geodesic_integrated_gradients_15,1.0,0.00339,0.01262
50,0.05,softplus,enhanced_integrated_gradients_5,1.0,0.2154,0.01351
50,0.05,softplus,enhanced_integrated_gradients_10,1.0,0.6829,0.01361
50,0.05,softplus,enhanced_integrated_gradients_15,1.0,0.3727,0.01356
50,0.05,softplus,gradient_shap,0.9944,7.719,4.014
50,0.05,softplus,integrated_gradients,1.0,6.878,3.823
50,0.05,softplus,smooth_grad,1.0,6.648,3.845
50,0.1,softplus,acc,0.9976
50,0.1,softplus,geodesic_integrated_gradients_5,1.0,0.1073,0.05664
50,0.1,softplus,geodesic_integrated_gradients_10,1.0,0.1073,0.05665
50,0.1,softplus,geodesic_integrated_gradients_15,1.0,0.1073,0.05665
50,0.1,softplus,enhanced_integrated_gradients_5,1.0,0.2012,0.05679
50,0.1,softplus,enhanced_integrated_gradients_10,1.0,0.4317,0.05678
50,0.1,softplus,enhanced_integrated_gradients_15,1.0,0.5091,0.0568
50,0.1,softplus,gradient_shap,0.9736,6.794,2.794
50,0.1,softplus,integrated_gradients,0.9984,5.977,2.714
50,0.1,softplus,smooth_grad,0.9984,5.692,2.808
50,0.15,softplus,acc,0.9892
50,0.15,softplus,geodesic_integrated_gradients_5,0.9896,0.1816,0.3166
50,0.15,softplus,geodesic_integrated_gradients_10,0.9896,0.1816,0.3166
50,0.15,softplus,geodesic_integrated_gradients_15,0.9896,0.1816,0.3165
50,0.15,softplus,enhanced_integrated_gradients_5,0.9888,0.1814,0.742
50,0.15,softplus,enhanced_integrated_gradients_10,0.9896,0.1816,0.403
50,0.15,softplus,enhanced_integrated_gradients_15,0.9896,0.1816,0.3845
50,0.15,softplus,gradient_shap,0.9728,6.776,1.871
50,0.15,softplus,integrated_gradients,0.9856,6.707,1.813
50,0.15,softplus,smooth_grad,0.9856,6.553,1.8
50,0.2,softplus,acc,0.9528
50,0.2,softplus,geodesic_integrated_gradients_5,0.988,0.3011,0.3697
50,0.2,softplus,geodesic_integrated_gradients_10,0.9872,0.2859,0.369
50,0.2,softplus,geodesic_integrated_gradients_15,0.9872,0.2881,0.3691
50,0.2,softplus,enhanced_integrated_gradients_5,0.9928,0.4121,0.48
50,0.2,softplus,enhanced_integrated_gradients_10,0.992,0.749,0.5032
50,0.2,softplus,enhanced_integrated_gradients_15,0.992,1.617,0.6742
50,0.2,softplus,gradient_shap,0.9752,4.208,0.7023
50,0.2,softplus,integrated_gradients,0.9816,4.036,0.7204
50,0.2,softplus,smooth_grad,0.9808,3.967,0.7401
50,0.25,softplus,acc,0.924
50,0.25,softplus,geodesic_integrated_gradients_5,0.0544,0.4596,0.4052
50,0.25,softplus,geodesic_integrated_gradients_10,0.0552,0.4576,0.3934
50,0.25,softplus,geodesic_integrated_gradients_15,0.0552,0.4575,0.392
50,0.25,softplus,enhanced_integrated_gradients_5,0.0544,0.6751,0.91
50,0.25,softplus,enhanced_integrated_gradients_10,0.0552,0.627,0.7347
50,0.25,softplus,enhanced_integrated_gradients_15,0.0552,0.6224,0.7147
50,0.25,softplus,gradient_shap,0.4816,2.061,1.031
50,0.25,softplus,integrated_gradients,0.4904,2.026,0.779
50,0.25,softplus,smooth_grad,0.4912,2.024,0.7843
